"STATION","NAME","DATE","TMAX","TMIN"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-11-29","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-11-30","53","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-01","49","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-02","50","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-03","49","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-04","47","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-05","46","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-06","42","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-07","39","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-08","41","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-09","37","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-10","37","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-11","39","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-12","42","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-13","43","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-14","43","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-15","43","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-16","41","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-17","40","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-18","41","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-19","40","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-20","51","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-21","52","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-22","53","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-23","55","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-24","51","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-25","51","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-26","51","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-27","49","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-28","51","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-29","45","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-30","46","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2002-12-31","51","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-01","47","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-02","39","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-03","38","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-04","37","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-05","37","24"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-06","34","25"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-07","36","25"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-08","38","24"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-09","40","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-10","37","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-11","48","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-12","50","23"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-13","49","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-14","49","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-15","50","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-16","47","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-17","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-18","48","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-19","50","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-20","48","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-21","47","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-22","46","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-23","50","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-24","51","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-25","56","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-26","55","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-27","46","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-28","43","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-29","36","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-30","40","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-01-31","46","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-01","45","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-02","42","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-03","41","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-04","40","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-05","45","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-06","50","25"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-07","49","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-08","47","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-09","44","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-10","46","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-11","42","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-12","36","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-13","39","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-14","43","26"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-15","36","26"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-16","37","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-17","41","25"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-18","40","22"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-19","45","26"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-20","50","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-21","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-22","55","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-23","53","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-24","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-25","55","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-26","56","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-27","50","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-02-28","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-01","52","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-02","50","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-03","55","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-04","49","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-05","52","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-06","48","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-07","51","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-08","55","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-09","54","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-10","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-11","49","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-12","45","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-13","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-14","52","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-15","55","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-16","60","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-17","51","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-18","56","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-19","54","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-20","52","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-21","57","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-22","63","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-23","59","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-24","57","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-25","61","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-26","62","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-27","59","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-28","58","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-29","57","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-30","57","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-03-31","52","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-01","52","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-02","55","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-03","60","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-04","59","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-05","51","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-06","51","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-07","50","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-08","48","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-09","46","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-10","51","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-11","56","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-12","63","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-13","64","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-14","73","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-15","77","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-16","72","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-17","68","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-18","51","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-19","56","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-20","60","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-21","60","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-22","64","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-23","57","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-24","59","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-25","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-26","60","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-27","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-28","61","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-29","59","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-04-30","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-01","55","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-02","58","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-03","69","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-04","58","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-05","59","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-06","64","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-07","62","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-08","62","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-09","57","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-10","59","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-11","57","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-12","55","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-13","57","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-14","60","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-15","54","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-16","59","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-17","61","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-18","60","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-19","57","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-20","58","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-21","60","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-22","61","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-23","61","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-24","61","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-25","63","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-26","65","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-27","71","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-28","74","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-29","77","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-30","79","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-05-31","72","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-01","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-02","69","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-03","66","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-04","67","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-05","67","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-06","70","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-07","64","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-08","67","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-09","70","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-10","67","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-11","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-12","69","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-13","73","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-14","74","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-15","79","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-16","72","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-17","68","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-18","71","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-19","66","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-20","73","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-21","80","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-22","67","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-23","70","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-24","73","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-25","73","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-26","66","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-27","69","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-28","76","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-29","63","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-06-30","65","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-01","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-02","64","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-03","65","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-04","63","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-05","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-06","71","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-07","73","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-08","78","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-09","77","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-10","69","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-11","76","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-12","82","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-13","85","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-14","88","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-15","83","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-16","68","62"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-17","73","61"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-18","77","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-19","74","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-20","72","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-21","72","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-22","71","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-23","70","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-24","65","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-25","69","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-26","69","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-27","71","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-28","67","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-29","72","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-30","68","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-07-31","68","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-01","72","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-02","78","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-03","84","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-04","84","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-05","83","63"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-06","80","62"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-07","81","61"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-08","91","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-09","83","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-10","80","62"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-11","78","61"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-12","76","63"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-13","72","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-14","73","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-15","73","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-16","75","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-17","72","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-18","68","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-19","70","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-20","72","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-21","73","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-22","76","61"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-23","76","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-24","68","62"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-25","69","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-26","70","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-27","64","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-28","66","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-29","65","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-30","64","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-08-31","65","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-01","68","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-02","70","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-03","74","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-04","74","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-05","67","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-06","67","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-07","69","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-08","65","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-09","66","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-10","66","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-11","66","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-12","74","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-13","76","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-14","75","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-15","78","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-16","79","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-17","66","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-18","67","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-19","70","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-20","73","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-21","65","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-22","58","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-23","63","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-24","64","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-25","64","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-26","61","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-27","60","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-28","62","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-29","65","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-09-30","65","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-01","60","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-02","63","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-03","56","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-04","55","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-05","57","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-06","58","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-07","65","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-08","64","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-09","61","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-10","63","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-11","60","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-12","62","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-13","61","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-14","59","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-15","59","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-16","58","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-17","58","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-18","55","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-19","51","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-20","48","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-21","46","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-22","51","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-23","50","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-24","51","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-25","51","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-26","52","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-27","51","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-28","51","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-29","50","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-30","49","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-10-31","52","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-01","55","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-02","55","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-03","58","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-04","59","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-05","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-06","56","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-07","47","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-08","51","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-09","54","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-10","53","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-11","55","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-12","54","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-13","53","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-14","52","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-15","50","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-16","56","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-17","58","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-18","57","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-19","53","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-20","47","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-21","43","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-22","43","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-23","48","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-24","52","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-25","48","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-26","48","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-27","49","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-28","53","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-29","48","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-11-30","49","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-01","49","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-02","49","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-03","47","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-04","49","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-05","47","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-06","42","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-07","41","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-08","46","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-09","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2003-12-10","51","29"
